artist,name,quote_ap,quote_error_ap,quote_model_ap,quote_billboard,quote_error_billboard,quote_model_billboard,quote_buzzfeed,quote_error_buzzfeed,quote_model_buzzfeed,quote_error_nyt_caramanica,quote_model_nyt_caramanica,quote_nyt_caramanica,quote_complex,quote_error_complex,quote_model_complex,quote_consequence,quote_error_consequence,quote_model_consequence,quote_crack,quote_error_crack,quote_model_crack,quote_dazed,quote_error_dazed,quote_model_dazed,quote_elle,quote_error_elle,quote_model_elle,quote_ew,quote_error_ew,quote_model_ew,quote_fader,quote_error_fader,quote_model_fader,quote_guardian,quote_error_guardian,quote_model_guardian,quote_indep,quote_error_indep,quote_model_indep,quote_latimes,quote_error_latimes,quote_model_latimes,quote_nme,quote_error_nme,quote_model_nme,quote_npr125,quote_error_npr125,quote_model_npr125,quote_npr25,quote_error_npr25,quote_model_npr25,quote_paste,quote_error_paste,quote_model_paste,quote_pitchfork,quote_error_pitchfork,quote_model_pitchfork,quote_quietus,quote_error_quietus,quote_model_quietus,quote_rs,quote_error_rs,quote_model_rs,quote_slant,quote_error_slant,quote_model_slant,quote_stereogum,quote_error_stereogum,quote_model_stereogum,quote_error_rough_trade,quote_model_rough_trade,quote_rough_trade,quote_usatoday,quote_error_usatoday,quote_model_usatoday,quote_variety,quote_error_variety,quote_model_variety,quote_vulture,quote_error_vulture,quote_model_vulture,quote_error_nyt_zoladz,quote_model_nyt_zoladz,quote_nyt_zoladz
"VALORANT, templuv, & 347aidan",Last Shot,,,,,,,,,,,claude-haiku-4-5-20251001,one of the year's most moving pop songs — living somewhere between new wave and SoundCloud rap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valerie June,Endless Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From the drumbeat that sounds like a beating heart to the uniqueness of her voice, there's a lot to love about this song",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veeze,L.O.A.T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a two-minute showcase for the Detroit rapper to flip imaginative metaphors,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Verraco & MC Yallah,sobe sobe,,,,,,,,,,,,,,,,,,,"the production ... floats, rattles, sputters and clanks ... threatening to implode before coming right back to the transcendental vibe that carries it along",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viagra Boys,Man Made of Meat,,,,,,,,,,,,,,,,This song really gets the meats going,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vundabar,Spades,,,,,,,,,,,,,,,,an indie rock banger worth throwing on again and again,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wata Igarashi & Polygonia,Cross Passage,,,,,,,,,,,,,,,,,,,manages to satisfy both of these disciplines by reclaiming a key element lost in techno's recent predisposition to high BPMs and pop samples: tension,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Damage,Reel 25,,,,,,,,,,,,,,,,locking into a groove that lasts longer than an episode of a network sitcom,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water From Your Eyes,Life Signs,,,,,,,,,,,,,,,,holy shit can they lay down some exhilarating guitar parts,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echoes those aimless strolls you prescribe yourself when secluding idly at home finally gets boring,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Water From Your Eyes,Playing Classics,,,,"layers a thrumming bassline, chunky guitars and an earworm of a piano riff ... for something like a fun-house take on LCD Soundsystem",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An inventive and infectious slice of experimental pop,,claude-haiku-4-5-20251001,,,,,,,a 6-minute disco-rock opus that builds like a house party on the verge of spilling into the street,,claude-haiku-4-5-20251001,a blast of bone-dry Eurodance that will unlock the knees of even the stiffest of rock snobs,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,claude-haiku-4-5-20251001,Club vibes and country guitar vibes got me strutting everywhere I walk,,,,,,,,,,,,
Waxahatchee,Mud,,,,,,,,,,,,,,,,Cast-off tracks are rarely this good,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weatherday,Angel,,,,,,,,,,,,,,,,"the manic, lo-fi ""Angel"" hasn't left our minds since it initially dropped as a single",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,Elderberry Wine,"a lovely, fermented rumination on a relationship gone sour, stuffed with poetic wisdom",,claude-haiku-4-5-20251001,,,,,,,,,,,,,a tune as sweet as its namesake,,claude-haiku-4-5-20251001,,,,,,,,,,,,,"jam-packed with metaphors, imagery, and turns of phrase that it's practically a novel in miniature",,claude-haiku-4-5-20251001,beneath all the twang and sway lay a fairly devastating account of the distance elapsed between two people,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,"a lovely country-rock tune, steeped in pedal steel and patient jangle",,claude-haiku-4-5-20251001,exudes such pleasant vibes ... it's actually a bittersweet breakup song,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
Wednesday,Pick Up That Knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plays like Wednesday's entire catalog in miniature ... builds to a triumphant climax bursting with Southern rock-style guitars,,claude-haiku-4-5-20251001,,,,,claude-sonnet-4-5-20250929,insanely addictive,,,,,,,,,,,,
Wednesday,The Way Love Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"knocks you flat on your ass with its stunning compression of the good, bad, and ugly parts of relationships",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,Townies,,,,,,,,,,,,,,,,the ultimate Wednesday song ... offers up one of the best examples of their countrygaze stylings,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,excavating the pains of the past helps with closure,,claude-haiku-4-5-20251001,,,,"catchy, country-influenced storytelling and the rock-star ability to stretch the word ""died"" into nine syllables",,claude-haiku-4-5-20251001,A mature and masterful missive from one of our greatest working songwriters,,claude-haiku-4-5-20251001,,Not usable: no_descriptive_content,claude-sonnet-4-5-20250929,,,,,,,,,,"a master of writing grimy, evocative scenes of troubled youth that are daringly specific",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Wednesday,Wound Up Here (By Holdin On),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guitars and pedal steel spiral upwards until Hartzman is swept away by the sound, screaming into siren-like distortion",,claude-haiku-4-5-20251001,,,,,,
Weirs,Lord Bateman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the tune's unorthodox ""happily ever after"" rockets into a drapery of found sounds, misty synths, and looping, discordant strings",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendy Eisenberg,Will You Dare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubio's pedal steel tone ... scores a vastness of a hair-silvering love and the time passing through it,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westerman,Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,Haunting vocals and gorgeous harmonies,,,,,,,,,,,,
Wet Leg,catch these fists,,,,,,,,,,,,,,,,"quick, spiky, and surprisingly heavy",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,"crashes in like a boot through a door, its riff lurching past the splintered frame",,claude-haiku-4-5-20251001,,,,,,,,,,"spiky, infectious, quotable ode to a relationship where love pales next to one-sided, bare-knuckle combat",,claude-haiku-4-5-20251001,,,,,,,"all friction, whispered verses, and angular riffs",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,claude-sonnet-4-5-20250929,"electric pacing, razor wit, and a punchy confidence that marks the band's explosive return",,,,,,,,,,,,
Wet Leg,davina mccall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disarm herself and invite a new partner to come inside in an honestly love-besotted rock song like this one,,claude-haiku-4-5-20251001,,,,,,
Wet Leg,mangetout,,,,"Broken down, the title is ""man get out,"" and that's as subtle as things get ... the band upshifts to an exhilarating buzz-off banger finale",,claude-haiku-4-5-20251001,,,,,,,,,,,,,"The track sizzles with sharp wordplay ... and lands with twanging riffs, chugging guitars and peak burn-book lyrics",,claude-haiku-4-5-20251001,,,,loving the get-the-fuck-away-from-me vibes,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,surreal imagery ... saucy lyrics and sassy pay-off,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,a guitar band whose one-liners snap just as hard as its riffs,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,grinning kiss-off with sass to spare
Whitney K,Sunshine2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"a beautifully catchy, satirical masterpiece",,,,,,,,,,,,
William Tyler,Star of Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a 5-minute stretch of nirvana born out of Tyler's ""macro-tragic"" montages of grief",,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wishy,Fly,,,,,,,,,,,,,,,,make yearning as sweet as their usual fuzzed-out anthems,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf Alice,Bloom Baby Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the Wolf Alice frontwoman in complete control, delivering a tour de force vocal performance with a band that sound more electrifying than ever",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf Alice,The Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,The Clearing is a beautifully passionate album from start to finish,,,,,,,,,,,,
Wolf Alice,White Horses,,,,,,,,,,,,,,,,one of the best constructed bridge-chorus moments of the year is transcendent,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHWH Nailgun,Sickle Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a flash of punishing drums and aching guitars ... delivers his hyperminimalist poetry in pained, haunting moans",,claude-haiku-4-5-20251001,,,,,,,"manages to construct something bizarrely danceable from the skeleton of no-wave, creating rhythms that feel like they were excavated from the ruins of a post-apocalyptic disco",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUNGBLUD,"Hello Heaven, Hello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dauntless nine-minute rock opera ... gliding from strings-fuelled Britpop to sleazy Zeppelin flair,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUNGBLUD,Zombie,,,,,,,"his vocals on ""Zombie"" genuinely shook me",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaya Bey & Father Philis,merlot and grigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bey's the love sommelier, pulling up to the bumper and whining it up",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeat,COMË N GO,,,,,,,,,,,,,one of Yeat's smoothest tracks to date,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young Miko,WASSUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bouncy, risque, and instantly catchy ... with a hilarious, perfectly placed Lil Jon cameo",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Young Widows,The Darkest Side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-sonnet-4-5-20250929,moving forward without losing track of their past,,,,,,,,,,,,
YoungBoy Never Broke Again,Shot Callin,,,,,,,,,,,,,a generation-defining artist finally basking in well-earned glory,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the track hits you like a gut punch with its explosive trap drums and YoungBoy's melodic and menacing delivery,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Youth Lagoon,Gumshoe (Dracula From Arkansas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poignantly strings together fragments from his youth into a yarn that reflects how children process the world and all of its darkness,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
Zach Bryan & J.R. Carroll,Memphis; The Blues (feat. J.R. Carroll),,,,,,,,,,,,,,,,Probably the best song of the year — and maybe the best song of all time — where you can actually hear a semi-colon.,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Top,Between The Ditches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"delivers sentiment that transcends the years in a simple, emotive and meaningful telling",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Top,I Never Lie,,,,authentic twang over neo-traditionalist musical stylings serves as a pleasing antidote to pop country,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zack Villere, Phoenix James, & Mulherin",Issy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"A breath of fresh air vocally and sonically, like the first sunny day of snow",,,,,,,,,,,,
Zara Larsson,Midnight Sun,,,,a dance anthem that stands apart from her peers,,claude-haiku-4-5-20251001,takes you on a full journey from start to finish,,claude-haiku-4-5-20251001,,,,,,,,,,,,,distil the purest essence of pop vitality into a three-minute song,,claude-haiku-4-5-20251001,[The song has] an 'endless summer' kind of vibe ... will have you on your feet all night long,,claude-haiku-4-5-20251001,,,,"Packed with breathy verses and a 10-second vocal charge at the chorus, this Lisa Frank-induced summertime jam has finally catapulted the Swedish singer into much-deserved virality.",,claude-haiku-4-5-20251001,,,,,,,,,,"a rush of house and drum'n'bass ... captures the feeling of looking around in the middle of a party, taking in the euphoria of the moment",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelooperz & Zack Fox,Push Me Around,,,,,,,,,,,,,,,,bass so blown out that it sounds a hair distorted — but deliciously aggressive nonetheless,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zukenee,BROMANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a bouncy synth ode to getting money and treating it like a brother,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aya,off to the ESSO,,,,,,,,,,,,,,,,,,,,,,"bundles all of this up in a frantic three-and-a-half minutes, beginning with a thumping bass ... culminating with a ruckus of aggressive synths",,claude-haiku-4-5-20251001,,,,,,,,,,conjures the skull-clattering experience of being too drunk on public transport at an indeterminate morning hour,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,"You can feel every buzz, screech, and smack in your bones, taking over your whole being like a persistent parasite",,claude-haiku-4-5-20251001,"a terrifying, upsetting portrait of drug addiction",,claude-sonnet-4-5-20250929,"nerve-jangling sound design, delirium tremens percussion skitter ... actually combine to produce one of the most life-affirming bangers of recent years",,claude-haiku-4-5-20251001,,,,,,,nauseating dubstep-meets-gabber ... [with] timbres [that] squelch and burst,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
bar italia,Cowbella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the call-and-response singing the band has become well-known for is in top form here ... a piercing guitar solo to cut through the crunchy wall-of-noise,,claude-haiku-4-5-20251001,,,,,,
billy woods & Kenny Segal,Misery,,,,,,,,,,,,,,,,Kenny Segal's narcotic horns ... are an admission that evil is also seductive,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"allows ""Misery"" to howl his anguish",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
"billy woods, Bruiser Wolf, & SadhuGold",BLK XMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the most compelling gut punch you'll hear this year,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,vividly detailing the struggle to get by in poor Black neighborhoods ... deployed in service of harrowing real-life scenes,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
"billy woods, Despot, & El-P",Corinthians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a tense survey of American financial and military malfeasance ... Pulsating electronics take after horror films,,claude-haiku-4-5-20251001,,,
"billy woods, Yolanda Watson, Jeff Markey, & Messiah Musik",A Doll Fulla Pins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,His phrases paint the images in his best song since Athiopes,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caroline,Coldplay cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"what began as one song thrillingly fractures into two happening at once, mind-bendingly bleeding into one another",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
caroline,Total euphoria,,,,,,,,,,,,,,,,"spotlights the English post-rock band's boundless creativity, compositional experimentation, and, above all, their emotional grace",,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"so dialed in, so attuned to the intuitive frequencies emanating from the music ... they can split apart just as easily as they gel back together",,claude-haiku-4-5-20251001,"Hard-panned guitars strum away at monotone chords ... while the rest of the ensemble—violin, reeds, the sweetest vocal harmonies—coax the din toward ecstatic, eardrum-splitting release",,claude-haiku-4-5-20251001,"choppy guitars, disembodied harmonising duets, and thwacking drum rhythms that oscillate in and out of time",,claude-haiku-4-5-20251001,,,,,,,making order sound like gorgeous chaos,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,
caroline & Caroline Polachek,Tell me I never knew that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dizzying swirl of duetting Carolines flows from a fragile confession to a celestial choir, splashed with hi-hats, blurts of brass and plucked guitars",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,"repeated, reshaped, and recontextualized until their meaning begins to shift",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
"clipping., Daveed Diggs, Jonathan Snipes, & William Hutson",Dodger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a firehose of cyber-slang, propaganda loops, self-aware panic, and against all odds, human connection",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corook,THEY!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emotionally direct yet layered lyrics and seamless command of songcraft reveal talents well beyond their years,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
daydreamers,Good Intentions,,,,,,,"their natural charisma and feel-good sound, especially on new single, ""Good Intentions.""",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deBasement & Marie Davidson,Juicy Juice (feat. Marie Davidson),,,,,,,,,,,,,,,,"a fiery, sweaty, and hedonistic anthem that'll keep you coming back for more",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deathcrash,Triumph,,,,,,,,,,,,,,,,,Not usable: too_vague,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dexter in the newsagent,Special,"catchy and effervescent, like a vintage R&B cut but undeniably contemporary in its slow, romantic production",,claude-haiku-4-5-20251001,,,,,,,,claude-haiku-4-5-20251001,"a delightful, patient, encouraging and nourishing whisper of a love song",,,,,,,,,,,,,,,,,,,Heartbreak here sounds both resigned and hopeful,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,dexter sings with such conviction that all you can do is bask in the beauty,,claude-haiku-4-5-20251001,"full of grace and fully imagined, as if it had always been with us",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
ear,Real Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the soft beginning belies the anxiety bubbling underneath the surface,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"fakemink, Ecco2k, & Mechatok",MAKKA,,,,,,,,,,,,,,,,,,,"Swerving between indie euphoria and cloud-rap mystique, the track lands with a hook from Drain Gang's Ecco2k, his voice drifting through the mix like smoke",,claude-haiku-4-5-20251001,it all works together beautifully,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feeble little horse,This Is Real,"pushes the envelope further, working in computerized, hyperpop-esque electronics ... one of their heaviest tracks to date",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"collide bedroom pop, noise pop, and hyper pop ... turns into bubbly electro cuteness, then runs into a wall of power-drone grind, then becomes a Nineties-style grunge-punk tantrum",,claude-haiku-4-5-20251001,,,,"glitchy jangle riffs, overlapping twee-folk refrains… and the heaviest breakdown this year outside of metal",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
"food house, Gupi, & Fraxiom",now 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pure bubblegum with an abrasive edge and absurdist charm,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
"googly eyes, Joy Oladokun, & August Ponthier",Jesus and John Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"devastating song, by three conflicted Christians",,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gyrofield,Vegetation Grows Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the music comes unglued from those strict rhythms and forms into something stickier, more pliable",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
ian,Oh Ok - xxl freestyle,,,,,,,,,,,claude-haiku-4-5-20251001,"full of stop-start cadences, hyper-referential rhymes and a willingness to be the butt of the joke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illuminati hotties,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recalls the golden era of college rock,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
james K,Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gossamer banger ... helping me achieve something rare: actual and glorious dematerialization,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,"combines her greatest shoegaze, trip-hop, and dream-pop ambitions into a marvelous brightness",,claude-haiku-4-5-20251001,breakbeats chew up the chiffon of her synthesizer pads in their mechanical teeth,,claude-haiku-4-5-20251001,,,,,,,,,,"glittering dream-pop clarity, drum 'n' bass euphoria, and grungy anticipation fire like angry pistons",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
keiyaA,take it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a blend of broken glass, jazz drumming, and organ ... the melody snares into fits of DnB",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"kimj, SEBii, The Deep, & Effie",MY UNNIES,,,,,,,,,,,,,,,,,,,,,,the culmination of this movement ... told with the DIY language of today's musical outsiders,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kwn,do what i say,,,,,,,,,,,,,,,,,Failed: kwn's breakthrough single that grabbed the R&B world's attention,claude-sonnet-4-5-20250929,,,,,,,,,,,,,"a song so steamy, you might need to open a window after you play it",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kwn & FLO,talk you through it (feat. FLO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLO's honeyed harmonies coil around her in intimate tangles,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
